domain,label,date,id

yacioyaccmssecua.org,dga.ramdo,,4204373

mnopbitxccjb.com,dga.tinba,1970-01-01,1297545

tsegunynmlskosyi.com,dga.murofet,2016-12-08,1956696

zlidmachuslazaroqok.com,dga.banjori,2016-10-16,2307811

wbrflgqpkrjddlh.com,dga.cryptolocker,,2716195

1a3ddbtgtrzig1d5ia0i18ps09f.net,dga.post,2016-10-19,38555

aukreqibheghh.ru,dga.necurs,2016-10-25,271047

emdrms.com,dga.conficker,,3119390

ogkcysyieusywmmc.org,dga.ramdo,,4125306

kkzzamentalistfanchonut.com,dga.banjori,2016-10-16,1110963

7mstqf13omvlf1qgt5ny171lcs0.org,dga.post,2016-10-29,164945

fanxuxok.ru,dga.pushdo,,2793729

kd81benkwyfgplw42gp96o2u.biz,dga.post,2016-10-21,1088947

mabahak.su,dga.simda,2016-10-16,1231889

jnnyncaptwojdguixbi.nu,dga.necurs,2016-10-17,1044414

yfxdwacxxy.com,dga.ramnit,2016-10-16,2249874

wxjcntkycgwbxc.org,dga.cryptolocker,,2421764

jpessemitismgavenuteq.com,dga.banjori,2016-10-16,1051419

jjframentalistfanchonut.com,dga.banjori,2016-10-16,1036005

vxkhllaabettingk.com,dga.banjori,2016-10-16,2104067

mceaseymuumasmcc.org,dga.ramdo,,4181680

ckvsrasildeafeninguvuc.com,dga.banjori,2016-10-16,442238

kgffyullmlkt.com,dga.tinba,,4316016

pdxdlckj.org,dga.necurs,2016-10-16,1511778

fkanynuodd.org,dga.qakbot,2016-10-29,710938

rxuoidablyhoosieraw.com,dga.banjori,2016-10-16,1728085

mgkhewvvqdsea.com,dga.cryptolocker,,2601792

wypeuloaafjaugbscqsw.net,dga.qakbot,2016-10-16,2179163

chxjbbqsfoprbxonuiv.us,dga.necurs,2016-10-29,432086

throughthrown.net,dga.suppobox,2016-12-06,1914131

oxrqgzjjmnnjxqm.com,dga.murofet,2016-10-25,1487618

okfatclblpl.com,dga.ramnit,2016-10-16,1447966

bdgzru.com,dga.virut,2016-12-08,305436

bkryobv.biz,dga.conficker,,2350168

consequencebringappealclub.com,dga.matsnu,,2708878

qeqejivu.info,dga.simda,1970-01-01,1611137

ywomokyocsuqswwg.org,dga.ramdo,,4159771

10fbfskqcqp351t0j9jl1haoiko.org,dga.post,2016-10-17,3444

defteejfcqhy.com,dga.tinba,,4297419

1jbvt5d39ixbj1nvbje52vuh22.org,dga.post,2016-10-18,70184

e27ggv16iy883t0xvx71ns7fjr.com,dga.post,2016-10-21,591350

ckedgcbwxxkp.com,dga.tinba,,4257008

ysqomachuslazaroqok.com,dga.banjori,2016-10-16,2274677

1g9gwpq1typcit1mqv6ud1y6ijyc.com,dga.post,2016-10-20,59724

rellhwasvtpv.biz,dga.cryptolocker,,2738978

obb6b841bd77af2971036362ab867d3555.tk,dga.dyre,2016-10-26,1428896

yvaimjyhy.biz,dga.conficker,,2386429

1hu6sny131y2rq1n2f4t9r549pe.net,dga.post,2016-10-27,65135

qkcsmkcumomcusie.org,dga.ramdo,,4156033

pnlkuigwhyqnujo.biz,dga.murofet,2016-10-30,1547110

rntqsikathrinezad.com,dga.banjori,2016-10-16,1700228

qoofmiiwetm.ddns.net,dga.symmi,2016-12-01,1628823

dmmyxbxqwrod.com,dga.cryptolocker,,2391058

dbimftpivrwmyrfy.biz,dga.murofet,2016-10-26,509785

lyzuxun.info,dga.simda,1970-01-01,1227055

sdkppufpwjas.com,dga.ramnit,2016-10-16,1756258

viogtionjo.su,dga.locky,2016-11-01,2066415

akbvidablyhoosieraw.com,dga.banjori,2016-10-16,215728

8t1mng1tsmblrw32fem4fplvd.net,dga.post,2016-10-16,171963

ojzmdhkaa.com,dga.conficker,,2590645

bxxpardenslavetusul.com,dga.banjori,2016-10-16,384590

ujghplgm.net,dga.qakbot,2016-10-18,1998647

1idjmt7ay7xek1ug56nj6n0x1q.com,dga.post,2016-10-20,66872

nmqepuvxpkcnnwd.org,dga.murofet,2016-10-24,1389974

qaomwhev.org,dga.conficker,,2500980

lqebrknfjefjaecghv.biz,dga.necurs,2016-10-16,1207081

pleasantexcept.net,dga.suppobox,2016-10-16,1541114

1szshwyqd99x6n0uhhvt43m9.com,dga.post,2016-10-24,103811

gslp0p1y53usv1ye7oopk4cljp.biz,dga.zeus,,4320238

swcxinkxgkkl.com,dga.tinba,,4257735

wwhbdsuiwcymao.net,dga.pykspa,2016-10-16,2174510

clkhypeebmlvmewqrs.com,dga.ramnit,2016-10-16,446464

gopksjocpqtc.ru,dga.tinba,2016-10-16,813767

9xdhdsd7bkm19835mwrbqnjn.org,dga.post,2016-10-28,178035

viltirxu.ru,dga.pushdo,,2558285

qamozkaf.ru,dga.pushdo,,2693573

jnhuinalcentricem.com,dga.banjori,2016-10-16,1043788

fbdbmen.com,dga.banjori,1970-01-01,683171

yqfsutphtmsg.biz,dga.tinba,2016-10-16,2270550

poullsrdyvkkkq.info,dga.murofet,2016-10-21,1557809

1sak2fs1vukczc3hnic81ojgr9d.net,dga.post,2016-10-19,101174

wxcnfcum.biz,dga.conficker,,2403217

eqfesevyhxme.com,dga.tinba,,4279403

ogskwqmwmwwuaqcw.org,dga.ramdo,,4180178

bathrecommendexercisepriest.com,dga.matsnu,,2495897

uqovecswurdrqn.org,dga.cryptolocker,,2764322

ciqsgysuqcoeigkm.org,dga.ramdo,,4169216

sniwlktyvwhn.tech,dga.tinba,1970-01-01,1807791

lzhkxhvvwu.cn,dga.conficker,,2434030

mvhmprbc.cc,dga.conficker,,2476141

wwbpyymbsrhqmr.org,dga.cryptolocker,,2362375

xfvyutnao.org,dga.conficker,,2404827

11s36yjhtqu5mbfxl2.ru,dga.rovnix,1970-01-01,8473

qttrhxkspex.com,dga.ramnit,2016-10-16,1638147

1mpiyus89jde2jgmi3z910sz.biz,dga.post,2016-10-19,81833

pjxpulqhxha.tw,dga.necurs,2016-10-17,1536426

fishingmouseboxearnestimate.com,dga.matsnu,,2640093

kguaucoo.com,dga.pykspa,2016-10-28,1098599

o0b40xszpy59fz9kgfn9gotm.org,dga.post,2016-10-28,1424082

rvogsoxbknd.com,dga.ramnit,2016-10-16,1723849

1861mw21rdzbucbp7csn1eoc8mp.org,dga.post,2016-10-19,31646

kaxnbyplaywobb.com,dga.banjori,2016-10-16,1084680

fqulgmprcquofbeelmwqj.so,dga.necurs,2016-10-16,733717

jtaltvjdklbgsly.nu,dga.necurs,2016-10-25,1059155

pulzsfyaowwjhpidbozl.info,dga.qakbot,2016-10-18,1584885

qokkgimouo.org,dga.pykspa,2016-10-21,1628449

blhemachuslazaroqok.com,dga.banjori,2016-10-16,339188

yhhbpw.biz,dga.nymaim,2016-10-25,2252346

ablxupkjihqyx.mu,dga.necurs,2016-10-16,186235

nofnetmttuttec.jp,dga.necurs,2016-10-25,1394228

njnocbep.ms,dga.necurs,2016-10-25,1384080

ocnhhnndporrejoc.org,dga.murofet,2016-10-16,1432239

wwmsrsensinaix.com,dga.banjori,2016-10-16,2175025

152mwgn1tazvf61but4hwg303in.net,dga.post,2016-10-28,20561

1cvzc3w1j6hbh8lr7h941rgafsb.net,dga.post,2016-11-01,48137

cigyesmicseuccie.org,dga.ramdo,,4167623

ywiraotb1yghc2vwcv177mesu.com,dga.post,2016-10-23,2281778

cgflellefrictionlessv.com,dga.banjori,2016-10-16,420122

gqhyvinskycattederifg.com,dga.banjori,2016-10-16,818749

qcejybbfws.info,dga.nymaim,2016-10-26,1605485

qkawiigckicyuisq.org,dga.ramdo,,4204312

wigyrsensinaix.com,dga.banjori,2016-10-16,2140965

ibxnwuqyoymj.biz,dga.cryptolocker,,2520424

ugcnmipscujkpghvism.com,dga.ramnit,2016-10-16,1992818

xmophxkkkxmb.biz,dga.tinba,2016-10-16,2205958

xvxlinalcentricem.com,dga.banjori,2016-10-16,2227572

drt2ii1gx3phkul33sod8lx24.net,dga.post,2016-10-27,571221

wsaqcouuuuqewqcw.org,dga.ramdo,2016-10-16,2166635

ogbojkl.info,dga.pykspa,2016-10-16,1439924

oymwgxjkxgdlaasvlukg.ug,dga.necurs,2016-10-17,1489065

nvlyvinskycattederifg.com,dga.banjori,2016-10-16,1415386

meimleasuredehydratorysagp.com,dga.banjori,2016-10-16,1265980

nfvklkkstvyqrrqe.biz,dga.murofet,2016-10-30,1373794

amllfordlinnetavox.com,dga.banjori,2016-10-16,232956

fwajsxovafcm.com,dga.ramnit,2016-10-16,754513

rirseive.ru,dga.pushdo,,2802311

qpohwpx.org,dga.conficker,,2637538

nokveihe.ru,dga.pushdo,,2440992

homesendstomachinfluence.com,dga.matsnu,,2409257

dhoqardenslavetusul.com,dga.banjori,2016-10-16,532232

trlkleasuredehydratorysagp.com,dga.banjori,2016-10-16,1953109

ljdmererwyatanb.com,dga.banjori,2016-10-16,1186817

xeixomoq.ru,dga.pushdo,,2793495

rrrzfsyouminn.com,dga.murofet,2016-10-18,1713356

ktcstkkfldra.net,dga.pykspa,2016-10-27,1131877

lawlandscapetripspacecandle.com,dga.matsnu,,2563189

rbiexkercwmc.com,dga.tinba,2016-10-16,1661380

fjvnjjg.info,dga.conficker,,2710470

odaj0xurklir.org,dga.qadars,2016-12-02,1433686

gokhxwiwcdqj.com,dga.tinba,,4224570

mistakeadvancedseasonreason.com,dga.matsnu,,2418931

jxrpiologistbikerepil.com,dga.banjori,2016-10-16,1070686

lhrtrkprpxxmt.co,dga.necurs,2016-10-17,1175622

hhmcfordlinnetavox.com,dga.banjori,2016-10-16,875426

kefyjoj.info,dga.simda,1970-01-01,1091082

noropwzot.net,dga.pykspa,2016-10-28,1396864

gcaqkykanlab.biz,dga.cryptolocker,2016-10-23,775393

a3v5e315qwyk610pmal57kzyh5.net,dga.post,2016-10-20,179840

lirqpqvpwrcx.com,dga.tinba,,4234629

guroidablyhoosieraw.com,dga.banjori,2016-10-16,834399

qelfqtschgi.cn,dga.conficker,,2467551

gygainalcentricem.com,dga.banjori,2016-10-16,840498

vkx3sdpnp35bivyr6v.ru,dga.rovnix,1970-01-01,2074945

bbqlcbjiddoo.com,dga.tinba,,4297056

p30621328b0a12cc4cf2c76064ec26501b.so,dga.dyre,2016-10-23,1491937

jmntvpdqkgpmqjj.info,dga.murofet,2016-10-28,1042527

soweaaucuowciyqg.org,dga.ramdo,,4215253

6t8xeg2kdc52sddnezmswjb.net,dga.post,2016-10-22,159810

pnhffordlinnetavox.com,dga.banjori,2016-10-16,1546645

cy4wqxl7wq6bvh8ydc.biz,dga.rovnix,1970-01-01,494752

yfmtcfppoknx.biz,dga.tinba,2016-10-16,2249492

wvtpmyzxzcer.net,dga.pykspa,2016-10-23,2173464

wxesgibrwdqmdq.biz,dga.necurs,2016-10-16,2176752

qqibbbbrbkdk.com,dga.tinba,2016-10-16,1631912

qacliisawvkd.com,dga.necurs,2016-10-17,1601893

ngvnunnvtmgt.ru,dga.tinba,2016-10-16,1375370

tjaniologistbikerepil.com,dga.banjori,2016-10-16,1920610

jijccbnsksjm.com,dga.tinba,,4253107

prbipartbulkyf.com,dga.banjori,2016-10-16,1564266

yoeosemitismgavenuteq.com,dga.banjori,2016-10-16,2263932

cfdefbedckkf.com,dga.tinba,,4267828

onmllynccpqj.com,dga.tinba,,4274060

doflrwgoykwpalew.com,dga.ramnit,2016-10-16,555618

npyxiologistbikerepil.com,dga.banjori,2016-10-16,1402875

swimmingapplybelieveburn.com,dga.matsnu,,2495147

noticegetdishpoundloanbill.com,dga.matsnu,,2628476

ipjoeilx.com,dga.ramnit,2016-10-16,982877

rzraenhancedysb.com,dga.banjori,2016-10-16,1732312

bhlnngrcsuadci.net,dga.cryptolocker,,2740896

egfghiumlgvq.com,dga.tinba,,4259126

yhxnxmewonxnulns.info,dga.locky,2016-12-08,2252982

tfgtancorml.com,dga.banjori,2016-10-16,1894435

xufmefwa.com,dga.conficker,,2697842

tuemkl.net,dga.conficker,,2653699

ivvnyatadtcgdm.com,dga.ramnit,2016-10-16,1001430

p4ad65ec46714447177e7baa087cc51d50.so,dga.dyre,2016-10-30,1492311

quftleasuredehydratorysagp.com,dga.banjori,2016-10-16,1640278

e2wqgviiq5mci5g54l.com,dga.rovnix,1970-01-01,591545

eickgcgwqakgakss.org,dga.ramdo,,4159742

dxjhanerraticallyqozaw.com,dga.banjori,2016-10-16,584006

1a2n6jicpbkxn1a6jfljogj1p7.net,dga.post,2016-10-23,38480

10rbhhu1jfhrka1x8d8431k1qbrr.biz,dga.post,2016-10-21,4682

naeutkygi.com,dga.ramnit,2016-10-16,1348373

cvdgbvwe.info,dga.tempedreve,2016-10-16,490763

iazmmen.com,dga.banjori,1970-01-01,932705

irnjrrcmjmlb.biz,dga.tinba,2016-10-16,988817

jfdymachuslazaroqok.com,dga.banjori,2016-10-16,1027275

ypjz9t13gysom1fmasbp1lzc5t3.com,dga.post,2016-10-22,2269375

oebfceilykmqoob.ga,dga.necurs,2016-10-29,1435396

dfdeafocdcbfeloc.com,dga.padcrypt,2016-10-22,527001

svnhlttqauouuqfil.in,dga.ranbyus,2016-10-16,1855897

ycrdsikathrinezad.com,dga.banjori,2016-10-16,2243977

ezuayb1dlqd1r1s0pt3mhkinn3.com,dga.post,2016-10-24,672394

kugyinalcentricem.com,dga.banjori,2016-10-16,1133856

jdmsmachuslazaroqok.com,dga.banjori,2016-10-16,1021195

thhoenhancedysb.com,dga.banjori,2016-10-16,1911155

habdffb9edec21f8b3f0befb0e85dc3daa.in,dga.dyre,2016-10-27,845585

hlgbfedyqwgx.biz,dga.tinba,2016-10-16,886265

zgiezvpijukqzj.net,dga.qakbot,2016-10-29,2300454

rasdcffmjk.info,dga.pykspa,2016-10-16,1658870

z6zv5nz5zpng1xdacrc79dr1u.com,dga.post,2016-10-19,2288994

ttizorcajanunal.com,dga.banjori,2016-10-16,1959329

televisiontuneeffectreduce.com,dga.matsnu,,2483421

gctkvinskycattederifg.com,dga.banjori,2016-10-16,777073

1tns8r38763ai1c2zm1sdac81g.org,dga.post,2016-10-17,106079

jvevidablyhoosieraw.com,dga.banjori,2016-10-16,1065925

lsbqxek.com,dga.nymaim,2016-10-30,1210560

rvcgsemitismgavenuteq.com,dga.banjori,2016-10-16,1722711

qealilsu.ru,dga.pushdo,,2709488

fyicuovrtmmryp.biz,dga.murofet,2016-10-24,758457

krycuzksjfdhzxvce.net,dga.fobber,2016-10-16,1129007

zbiipartbulkyf.com,dga.banjori,2016-10-16,2292581

pjmnauxfabmjkgn.biz,dga.cryptolocker,,2748665

sybcvfzd.info,dga.nymaim,2016-10-21,1861593

glenopmssddp.com,dga.tinba,,4233729

nirceona.ru,dga.pushdo,,2696413

tatame.com.br,normal.alexa,,1874732

www.svtradingco.com.,normal,ns58,"4959958
"

mp4hdvideosongs.in,normal.alexa,,1313254

mangdecargo.co.id,normal.alexa,,1242058

VERSION.BIND.,normal,ns58,"5432162
"

amyscreativeside.com,normal.alexa,,235036

careerlink.vn,normal.alexa,,400004

thailandtrailblazerclub.com,normal.alexa,,1897678

joomla-monster.pl,normal.alexa,,1049014

tigertrans.com.,normal,ns58,"4994507
"

homebuyersvoice.com,normal.alexa,,894597

www.andjusticeforart.com.ghs.googlehosted.com.,normal,ns58,"5349350
"

thailand20.com,normal.alexa,,1897644

softbank126145151089.bbtec.net.,normal,ns58,"5071449
"

pc32.wargames.wits.ac.za.,normal,ns58,"5183610
"

dsgame.co.kr,normal.alexa,,572702

anambrariansnews.com.ng,normal.alexa,,235753

ikram.org.my,normal.alexa,,956035

photos-de-trains.net,normal.alexa,,1526255

c-76-113-245-12.hsd1.mn.comcast.net.,normal,ns58,"4594271
"

chainchrosokuho.com,normal.alexa,,422200

servermanagement24x7.com,normal.alexa,,1767077

fastfoodsaver.com,normal.alexa,,681330

ec2-3-228-187-43.compute-1.amazonaws.com.,normal,ns58,"5003064
"

adsl-99-1-103-229.dsl.ipltin.sbcglobal.net.,normal,ns58,"5285326
"

dsl-187-156-20-157-dyn.prod-infinitum.com.mx.,normal,ns58,"4682678
"

200-42-81-170.cab.prima.net.ar.,normal,ns58,"5220315
"

host-184-166-251-211.bln-mt.client.bresnan.net.,normal,ns58,"4981667
"

marco.org,normal.alexa,,1244579

cfmdr.org,normal.alexa,,419039

www162.wixdns.net.,normal,ns58,"4945632
"

ip-223-114.ists.pl.,normal,ns58,"5146556
"

zwaar.org,normal.alexa,,2323600

192-062-179-200.res.spectrum.com.,normal,ns58,"5361770
"

pastensn.com,normal.alexa,,1502097

medicalmarijuana.co.uk,normal.alexa,,1262667

stockpickr.com,normal.alexa,,1840494

annasloud.com,normal.alexa,,240077

customer-189-246-19-224.uninet.net.mx.,normal,ns58,"4912290
"

nttkyo879172.tkyo.nt.ngn.ppp.infoweb.ne.jp.,normal,ns58,"4542613
"

174-29-42-208.hlrn.qwest.net.,normal,ns58,"4621863
"

mail02.fettometern.com.,normal,ns58,"5485257
"

fd.76.760d.ip4.static.sl-reverse.com.,normal,ns58,"4601410
"

mts.ru.,normal,ns58,"5468199
"

bluemagnet.co.za,normal.alexa,,343405

www.networkofficewittenberg.de.,normal,ns58,"4483201
"

www.executivoservicemotoristas.com.br.,normal,ns58,"4960486
"

6043190192.caller-id.co.,normal,ns58,"5266564
"

mx1.mx2.mx1.mx1.mx1.mx1.mx2.mx1.mx2.mx2.mx2.mta-sts.mx1.mx1.mx1.mx2.mta-sts.mx2.truckinsurancewisconsin.com.,normal,ns58,"4878119
"

m5sim.org,normal.alexa,,1230605

star-wars-episode7.com,normal.alexa,,1835331

passagenspromo.com.br,normal.alexa,,1501687

mx2.mx2.mx1.mx2.mx2.mx1.mx1.mx1.mx1.mx2.mx1.mx1.mx1.mx1.mx2.mx1.mx2.mx2.truckinsurancemichigan.com.,normal,ns58,"5240495
"

ec2-35-160-6-245.us-west-2.compute.amazonaws.com.,normal,ns58,"5275819
"

johnathanlswac.tblogz.com.,normal,ns58,"4639167
"

www.redlime.co.uk.,normal,ns58,"4942349
"

bsmw.net,normal.alexa,,369010

a83-161-83-13.adsl.xs4all.nl.,normal,ns58,"4824616
"

gtu.edu.tr,normal.alexa,,830444

46.246.171.248.dsl.dyn.forthnet.gr.,normal,ns58,"5149404
"

105-186-188-30.telkomsa.net.,normal,ns58,"4989518
"

dyna.wikimedia.org.,normal,ns58,"4705678
"

masjidtucson.org,normal.alexa,,1248591

redmaplenews.com,normal.alexa,,1671387

cicpa.ae.,normal,ns58,"5467551
"

danray.me,normal.alexa,,505141

33yr.com,normal.alexa,,133738

2x1digital.com,normal.alexa,,132182

www.pirouzan.co.jp.,normal,ns58,"5071867
"

3bit.it,normal.alexa,,135589

bizz.in,normal.alexa,,333085

keychainserver.net,normal.alexa,,1095202

payment24.ir,normal.alexa,,1503953

ns1.oabcloud.com.,normal,ns58,"5395742
"

smallbusinesspr.com,normal.alexa,,1801746

staining.frontgreat.eu.,normal,ns58,"5107679
"

relaischateaux.com,normal.alexa,,1674163

mil.ru.,normal,ns58,"5426780
"

bypassproxy.blogspot.lt.,normal,ns58,"5272709
"

ciao.com,normal.alexa,,432342

ip-173-119-182-122.chcgil.spcsdns.net.,normal,ns58,"5312562
"

dz44sxuxrro97.cloudfront.net.,normal,ns58,"5532844
"

mediaplanet.com,normal.alexa,,1262241

sat.gob.pe,normal.alexa,,1745391

tnuva.ru,normal.alexa,,1930461

bitru.org,normal.alexa,,331917

sarwechan.com.np.,normal,ns58,"4898913
"

fannansat10.org,normal.alexa,,678753

euronogomet.com,normal.alexa,,658279

nrwlandscapes.com.,normal,ns58,"5226879
"

abts-north-dynamic-30.37.180.122-airtelbroadband.in.,normal,ns58,"5176736
"

yutrys.ga.,normal,ns58,"4811660
"

shoemoney.com,normal.alexa,,1779520

government.ae.,normal,ns58,"5485378
"

prospectiva.org.,normal,ns58,"4445191
"

ext-sq.squarespace.com.,normal,ns58,"4992583
"

kawaii.se,normal.alexa,,1084463

215.7.15.109.rev.sfr.net.,normal,ns58,"5096459
"

kuwaitairways.com.,normal,ns58,"5405839
"

ntkgsm018040.kgsm.nt.ngn2.ppp.infoweb.ne.jp.,normal,ns58,"4733777
"

academiaagitese.com.br.,normal,ns58,"5246278
"

customer-187-210-254-11.uninet-ide.com.mx.,normal,ns58,"4542447
"

cidautos.com,normal.alexa,,433011

app.ominvest.net.,normal,ns58,"5412752
"

adiosbarbie.com,normal.alexa,,195569

ghs.googlehosted.com.,normal,ns58,"4924755
"

northjersey.com,normal.alexa,,1397142

uwb.edu,normal.alexa,,2031365

KD111110195159.ppp-bb.dion.ne.jp.,normal,ns58,"4492554
"

freepngimg.com,normal.alexa,,738084

digitalgametechnology.com,normal.alexa,,536975

yizzim.com,normal.alexa,,2255933

49.sub-70-213-140.myvzw.com.,normal,ns58,"5243535
"

dinardetectives.com,normal.alexa,,538725

70.46.53.156.nw.nuvox.net.,normal,ns58,"4908438
"

4printing.net,normal.alexa,,145654

newhightravel.com,normal.alexa,,1368416

pan.baidu.com.,normal,ns58,"5362733
"

sewwelni.com,normal.alexa,,1768846

caubr.gov.br,normal.alexa,,405317

o2labs.co.uk.,normal,ns58,"5213847
"

sonkissedtales.blogspot.com.,normal,ns58,"4665655
"

anyett.com,normal.alexa,,242662

treehogs.co.uk.,normal,ns58,"4652825
"

apdnews.com,normal.alexa,,245762

www53.wixdns.net.,normal,ns58,"5123238
"

4gbyt1o.907221.com.,normal,ns58,"5066844
"

ccadv.info,normal.alexa,,407946

mm.tameser.com.,normal,ns58,"5423902
"

edge-stun.facebook.com.,normal,ns58,"5396398
"

softbank221043230163.bbtec.net.,normal,ns58,"5089548
"

korepo.com,normal.alexa,,1121737

5e0ccead.bb.sky.com.,normal,ns58,"4643396
"

locomotionscotland.co.uk,normal.alexa,,1197892

visionplanner.com,normal.alexa,,2068888

rockhurst.edu,normal.alexa,,1702133

stirlingsports.co.nz,normal.alexa,,1839760

avtoduma.ua,normal.alexa,,278134

thephotoleaf.com.,normal,ns58,"5326193
"

b2e-prod.kpc.sharefile.com.,normal,ns58,"5457181
"

ker.life.,normal,ns58,"5004659
"

piccity.vistablog.ir,normal.alexa,,1528954

email.infocommva.com.,normal,ns58,"5517104
"

fuelyourcoding.com,normal.alexa,,747560

vertigoteam.com,normal.alexa,,2053441

norse-interiors.myshopify.com.,normal,ns58,"4825532
"

destekpatent.com.tr,normal.alexa,,524563

arya.epage.ir.,normal,ns58,"4462134
"

www.maxcomputing.com.au.,normal,ns58,"5124523
"

activum.nu.,normal,ns58,"4439736
"

le-couteau-suisse.com,normal.alexa,,1162237

6383.com,normal.alexa,,155579

esciencelabs.com,normal.alexa,,648909

4x4groupbuy.com,normal.alexa,,147118

51yuanai.com.,normal,ns58,"4715530
"

villa-norma.de.,normal,ns58,"4640183
"

uversity.org,normal.alexa,,2030290

betterstoresearch.com,normal.alexa,,317195

haberexpo.com,normal.alexa,,845717

ip82-133-136-203.customer.academica.fi.,normal,ns58,"4622931
"

mx1.mx1.mx1.mx1.mx1.mx1.mx1.mx2.mx1.mx1.mx1.mx1.mx2.mx1.mx2.mx2.mail.occcustomsite1.com.,normal,ns58,"5147262
"

mail.mta-sts.mail.mail.mail.mail.mail.mta-sts.mail.mail.mail.mail.mta-sts.mail.mail.mail.mail.mta-sts.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bothacking.de.,normal,ns58,"4526655
"

geogredavids.com.,normal,ns58,"5207593
"

p42n.com,normal.alexa,,1492240

krystalkleaners.ca.,normal,ns58,"4751288
"

euronumis.eu,normal.alexa,,658283

alatest.it,normal.alexa,,219350

nick18.com,normal.alexa,,1378890

slant.co,normal.alexa,,1799169

grupp.com.sg,normal.alexa,,826435

mlr78-1-82-232-211-159.fbx.proxad.net.,normal,ns58,"4670481
"

fhg.de,normal.alexa,,698194

mobilysim.com,normal.alexa,,1299440

school.blog.,normal,ns58,"4585491
"

mx1.mx2.mx2.mx1.mx1.mx2.mx1.mx2.mx1.mx1.mta-sts.mx1.mx2.mx2.mx1.mta-sts.mx2.mx2.truckinsurancewisconsin.com.,normal,ns58,"4767647
"

mindfulsolutions.dk,normal.alexa,,1283320

ec2-54-222-206-216.cn-north-1.compute.amazonaws.com.cn.,normal,ns58,"5164589
"

piaggio-ape50.dk.,normal,ns58,"4938825
"

imap1.alzayani.com.,normal,ns58,"5395574
"

alosraonline.com,normal.alexa,,226788

108-87-97-168.lightspeed.snantx.sbcglobal.net.,normal,ns58,"4497209
"

1itao.com,normal.alexa,,68410

mikeking.io,normal.alexa,,1281213

www.8dddss.bid.,normal,ns58,"4686614
"

skypeassets.com,normal.alexa,,1798595

aarviencon.com,normal.alexa,,183560

endp.ae.,normal,ns58,"5383264
"

1365.go.kr,normal.alexa,,13873

simanis21.blogspot.com.,normal,ns58,"4561336
"

fegato.com,normal.alexa,,690626

ipek.edu.tr,normal.alexa,,982258

scot-rail.co.uk,normal.alexa,,1753470

186-216-56-41-PPPoE-47146.brasweb.com.br.,normal,ns58,"4725404
"

oberoigroup.com,normal.alexa,,1429194

mx2.mx1.mx2.mx1.mx2.mx1.mx2.mx1.mx2.mta-sts.mx1.mx1.mta-sts.mx1.mx1.mail.occcustomsite1.com.,normal,ns58,"5054789
"

122x220x208x97.ap122.ftth.ucom.ne.jp.,normal,ns58,"4908076
"

friendz-power.com,normal.alexa,,740527

pop.secureserver.net.,normal,ns58,"5388914
"

academy-cambridge.org,normal.alexa,,188019

adninaaina.blogspot.com.,normal,ns58,"4729670
"

0iibcjzpecukjlfcvktk3injuww0hk3h35qgqzdmmjvgmdqafgram5q.securitytesting.online.,normal,ns58,"4434496
"

r1tecnologia.painelsoftcom.com.br.,normal,ns58,"5168643
"

hostmaster.cladycomputing.co.uk.,normal,ns58,"4502034
"

mx2.mx2.mx1.mx1.mx2.mx1.mx2.mx2.mx2.mx2.mx1.mta-sts.mx1.mx1.mta-sts.mx1.mx2.mx1.occcustomsite1.com.,normal,ns58,"4790703
"

201.sub-97-241-61.myvzw.com.,normal,ns58,"4856707
"

host.wuzam.broadgadha.com.,normal,ns58,"5499314
"

xn--u9jugla0b3c4ai9yif2582a27xa.jp,normal.alexa,,2208331

feitdirect.com,normal.alexa,,690872

d2services.swiss.,normal,ns58,"4891721
"

raid6.com.au.,normal,ns58,"4489018
"

cyberlight.com.,normal,ns58,"5283045
"

hostmaster.hostmaster.hostmaster.hostmaster.hostmaster.hostmaster.newsnd.com.,normal,ns58,"4690660
"

yd.ajia.cn.,normal,ns58,"5113101
"

ocakmedia.com,normal.alexa,,1430618

hyip.biz,normal.alexa,,923837

www.hg.guton.cn.,normal,ns58,"4829281
"

dubaifuture.gov.ae.,normal,ns58,"5384769
"

webmail.cmgs.gov.kw.,normal,ns58,"5533942
"

178.112.157.7.wireless.dyn.drei.com.,normal,ns58,"5361734
"

wolfreinius.wordpress.com.,normal,ns58,"5200590
"

